SampleID,TaxaID,N_Taxa,INDEX_CLASS,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,FFG,HABIT,NONTARGET
150234-9/6/23,Philopotamidae,2,WestSteep,,Insecta,,Trichoptera,Philopotamidae,CF,CN,FALSE
150234-9/6/23,Physidae,22,WestSteep,,Gastropoda,,Basommatophora,Physidae,SC,CB,FALSE
150234-9/6/23,Polycentropodidae,1,WestSteep,,Insecta,,Trichoptera,Polycentropodidae,PR,CN,FALSE
150234-9/6/23,Pteronarcyidae,2,WestSteep,,Insecta,,Plecoptera,Pteronarcyidae,SH,CN,FALSE
150234-9/6/23,Simuliidae,10,WestSteep,,Insecta,,Diptera,Simulidae,CF,CN,FALSE
150234-9/6/23,Tricorythidae,1,WestSteep,,Insecta,,Ephemeroptera,Tricorythidae,CG,,FALSE
150234-9/6/23,Veliidae,1,WestSteep,,Insecta,,Hemiptera,Veliidae,PR,SK,FALSE
150243-7/27/23,Aeshnidae,1,VeryNarrow,,Insecta,,Odonata,Aeshnidae,PR,CB;CN,FALSE
150243-7/27/23,Amphipoda,200,VeryNarrow,Crustacea,Crustacea,,Amphipoda,,SH,,FALSE
150243-7/27/23,Ancylidae,1,VeryNarrow,,Gastropoda,,Basommatophora,Ancylidae,SC,CB;CN,FALSE
150243-7/27/23,Baetidae,11,VeryNarrow,,Insecta,,Ephemeroptera,Baetidae,CG,CN;SW,FALSE
150243-7/27/23,Calopterygidae,5,VeryNarrow,,Insecta,,Odonata,Calopterygidae,PR,CB;CN,FALSE
150243-7/27/23,Chironomidae,13,VeryNarrow,,Insecta,,Diptera,Chironomidae,CG,,FALSE
150243-7/27/23,Cordulegastridae,3,VeryNarrow,,Insecta,,Odonata,Cordulegastridae,PR,BU,FALSE
150243-7/27/23,Decapoda,5,VeryNarrow,Crustacea,Crustacea,,Decapoda,Decapoda,CG,,FALSE
150243-7/27/23,Dryopidae,2,VeryNarrow,,Insecta,,Coleoptera,Dryopidae,SC,CB;CN,FALSE
150243-7/27/23,Elmidae,41,VeryNarrow,,Insecta,,Coleoptera,Elmidae,CG,CN,FALSE
150243-7/27/23,Gerridae,2,VeryNarrow,,Insecta,,Hemiptera,Gerridae,PR,SK,FALSE
150243-7/27/23,Glossosomatidae,4,VeryNarrow,,Insecta,,Trichoptera,Glossosomatidae,SC,CN,FALSE
150243-7/27/23,Goeridae,1,VeryNarrow,,Insecta,,Trichoptera,Goeridae,,,FALSE
150243-7/27/23,Heptageniidae,2,VeryNarrow,,Insecta,,Ephemeroptera,Heptageniidae,SC,CN,FALSE
150243-7/27/23,Hydropsychidae,20,VeryNarrow,,Insecta,,Trichoptera,Hydropsychidae,CF,CN,FALSE
150243-7/27/23,Isopoda,2,VeryNarrow,Crustacea,Crustacea,,Isopoda,,SH,,FALSE
150243-7/27/23,Limnephilidae,2,VeryNarrow,,Insecta,,Trichoptera,Limnephilidae,SH,SP,FALSE
150243-7/27/23,Oligochaeta,1,VeryNarrow,,Oligochaeta,,Haplotaxida,,CG,BU,FALSE
150243-7/27/23,Physidae,5,VeryNarrow,,Gastropoda,,Basommatophora,Physidae,SC,CB,FALSE
150243-7/27/23,Sialidae,1,VeryNarrow,,Insecta,,Megaloptera,Sialidae,PR,BU,FALSE
150243-7/27/23,Simuliidae,5,VeryNarrow,,Insecta,,Diptera,Simulidae,CF,CN,FALSE
150243-7/27/23,Tabanidae,2,VeryNarrow,,Insecta,,Diptera,Tabanidae,PR,SP,FALSE
150243-7/27/23,Tipulidae,4,VeryNarrow,,Insecta,,Diptera,Tipulidae,CG,BU,FALSE
150267-9/6/23,Amphipoda,4,WestSteep,Crustacea,Crustacea,,Amphipoda,,SH,,FALSE
150267-9/6/23,Athericidae,7,WestSteep,,Insecta,,Diptera,Athericidae,PR,SP,FALSE
150267-9/6/23,Baetidae,29,WestSteep,,Insecta,,Ephemeroptera,Baetidae,CG,CN;SW,FALSE
150267-9/6/23,Brachycentridae,1,WestSteep,,Insecta,,Trichoptera,Brachycentridae,CF,CN,FALSE
150267-9/6/23,Calopterygidae,1,WestSteep,,Insecta,,Odonata,Calopterygidae,PR,CB;CN,FALSE
150267-9/6/23,Chironomidae,5,WestSteep,,Insecta,,Diptera,Chironomidae,CG,,FALSE
150267-9/6/23,Corydalidae,3,WestSteep,,Insecta,,Megaloptera,Corydalidae,PR,CN,FALSE
150267-9/6/23,Decapoda,1,WestSteep,Crustacea,Crustacea,,Decapoda,Decapoda,CG,,FALSE
150267-9/6/23,Elmidae,12,WestSteep,,Insecta,,Coleoptera,Elmidae,CG,CN,FALSE
150267-9/6/23,Ephemerellidae,7,WestSteep,,Insecta,,Ephemeroptera,Ephemerellidae,SC,CN,FALSE
150267-9/6/23,Helicopsychidae,1,WestSteep,,Insecta,,Trichoptera,Helicopsychidae,SC,BU,FALSE
150267-9/6/23,Heptageniidae,10,WestSteep,,Insecta,,Ephemeroptera,Heptageniidae,SC,CN,FALSE
150267-9/6/23,Hydracarina,2,WestSteep,,Arachnida,,,,PR,,FALSE
150267-9/6/23,Hydropsychidae,152,WestSteep,,Insecta,,Trichoptera,Hydropsychidae,CF,CN,FALSE
150267-9/6/23,Isopoda,15,WestSteep,Crustacea,Crustacea,,Isopoda,,SH,,FALSE
150267-9/6/23,Oligochaeta,44,WestSteep,,Oligochaeta,,Haplotaxida,,CG,BU,FALSE
150267-9/6/23,Perlidae,4,WestSteep,,Insecta,,Plecoptera,Perlidae,PR,CN,FALSE
150267-9/6/23,Pisidiidae,1,WestSteep,,Bivalvia,,Veneroida,Pisidiidae,CF,BU,FALSE
150267-9/6/23,Simuliidae,1,WestSteep,,Insecta,,Diptera,Simulidae,CF,CN,FALSE
150267-9/6/23,Tipulidae,1,WestSteep,,Insecta,,Diptera,Tipulidae,CG,BU,FALSE
150268-9/6/23,Amphipoda,6,Narrow,Crustacea,Crustacea,,Amphipoda,,SH,,FALSE
150268-9/6/23,Baetidae,4,Narrow,,Insecta,,Ephemeroptera,Baetidae,CG,CN;SW,FALSE
150268-9/6/23,Chironomidae,33,Narrow,,Insecta,,Diptera,Chironomidae,CG,,FALSE
150268-9/6/23,Decapoda,1,Narrow,Crustacea,Crustacea,,Decapoda,Decapoda,CG,,FALSE
150268-9/6/23,Heptageniidae,2,Narrow,,Insecta,,Ephemeroptera,Heptageniidae,SC,CN,FALSE
150268-9/6/23,Hydracarina,37,Narrow,,Arachnida,,,,PR,,FALSE
150268-9/6/23,Isopoda,4,Narrow,Crustacea,Crustacea,,Isopoda,,SH,,FALSE
150268-9/6/23,Leptoceridae,3,Narrow,,Insecta,,Trichoptera,Leptoceridae,SH,SP;SW,FALSE
150268-9/6/23,Oligochaeta,4,Narrow,,Oligochaeta,,Haplotaxida,,CG,BU,FALSE
150268-9/6/23,Perlidae,1,Narrow,,Insecta,,Plecoptera,Perlidae,PR,CN,FALSE
150268-9/6/23,Philopotamidae,1,Narrow,,Insecta,,Trichoptera,Philopotamidae,CF,CN,FALSE
150268-9/6/23,Pisidiidae,1,Narrow,,Bivalvia,,Veneroida,Pisidiidae,CF,BU,FALSE
150268-9/6/23,Polycentropodidae,1,Narrow,,Insecta,,Trichoptera,Polycentropodidae,PR,CN,FALSE
150268-9/6/23,Sialidae,2,Narrow,,Insecta,,Megaloptera,Sialidae,PR,BU,FALSE
150269-7/27/23,Aeshnidae,37,VeryNarrow,,Insecta,,Odonata,Aeshnidae,PR,CB;CN,FALSE
150269-7/27/23,Amphipoda,50,VeryNarrow,Crustacea,Crustacea,,Amphipoda,,SH,,FALSE
150269-7/27/23,Baetidae,5,VeryNarrow,,Insecta,,Ephemeroptera,Baetidae,CG,CN;SW,FALSE
150269-7/27/23,Calopterygidae,9,VeryNarrow,,Insecta,,Odonata,Calopterygidae,PR,CB;CN,FALSE
150269-7/27/23,Ceratopogonidae,2,VeryNarrow,,Insecta,,Diptera,Ceratopogonidae,PR,BU;SP,FALSE
150269-7/27/23,Chironomidae,86,VeryNarrow,,Insecta,,Diptera,Chironomidae,CG,,FALSE
150269-7/27/23,Cordulegastridae,11,VeryNarrow,,Insecta,,Odonata,Cordulegastridae,PR,BU,FALSE
150269-7/27/23,Corydalidae,6,VeryNarrow,,Insecta,,Megaloptera,Corydalidae,PR,CN,FALSE
150269-7/27/23,Decapoda,1,VeryNarrow,Crustacea,Crustacea,,Decapoda,Decapoda,CG,,FALSE
150269-7/27/23,Hydropsychidae,9,VeryNarrow,,Insecta,,Trichoptera,Hydropsychidae,CF,CN,FALSE
150269-7/27/23,Isopoda,2,VeryNarrow,Crustacea,Crustacea,,Isopoda,,SH,,FALSE
150269-7/27/23,Limnephilidae,3,VeryNarrow,,Insecta,,Trichoptera,Limnephilidae,SH,SP,FALSE
150269-7/27/23,Oligochaeta,7,VeryNarrow,,Oligochaeta,,Haplotaxida,,CG,BU,FALSE
150269-7/27/23,Philopotamidae,16,VeryNarrow,,Insecta,,Trichoptera,Philopotamidae,CF,CN,FALSE
150269-7/27/23,Phryganeidae,1,VeryNarrow,,Insecta,,Trichoptera,Phryganeidae,SH,CB;CN,FALSE
150269-7/27/23,Physidae,4,VeryNarrow,,Gastropoda,,Basommatophora,Physidae,SC,CB,FALSE
150269-7/27/23,Pisidiidae,3,VeryNarrow,,Bivalvia,,Veneroida,Pisidiidae,CF,BU,FALSE
150269-7/27/23,Sialidae,4,VeryNarrow,,Insecta,,Megaloptera,Sialidae,PR,BU,FALSE
150269-7/27/23,Tabanidae,6,VeryNarrow,,Insecta,,Diptera,Tabanidae,PR,SP,FALSE
150269-7/27/23,Tipulidae,1,VeryNarrow,,Insecta,,Diptera,Tipulidae,CG,BU,FALSE
150270-9/6/23,Aeshnidae,1,East,,Insecta,,Odonata,Aeshnidae,PR,CB;CN,FALSE
150270-9/6/23,Amphipoda,8,East,Crustacea,Crustacea,,Amphipoda,,SH,,FALSE
150270-9/6/23,Athericidae,1,East,,Insecta,,Diptera,Athericidae,PR,SP,FALSE
150270-9/6/23,Baetidae,33,East,,Insecta,,Ephemeroptera,Baetidae,CG,CN;SW,FALSE
150270-9/6/23,Baetiscidae,3,East,,Insecta,,Ephemeroptera,Baetiscidae,CG,BU;CN;SP,FALSE
150270-9/6/23,Belostomatidae,1,East,,Insecta,,Hemiptera,Belostomatidae,PR,CB;SW,FALSE
150270-9/6/23,Brachycentridae,15,East,,Insecta,,Trichoptera,Brachycentridae,CF,CN,FALSE
150270-9/6/23,Calopterygidae,9,East,,Insecta,,Odonata,Calopterygidae,PR,CB;CN,FALSE
150270-9/6/23,Ceratopogonidae,1,East,,Insecta,,Diptera,Ceratopogonidae,PR,BU;SP,FALSE
150270-9/6/23,Chironomidae,2,East,,Insecta,,Diptera,Chironomidae,CG,,FALSE
150270-9/6/23,Cordulegastridae,1,East,,Insecta,,Odonata,Cordulegastridae,PR,BU,FALSE
150270-9/6/23,Corixidae,44,East,,Insecta,,Hemiptera,Corixidae,CG,SW,FALSE
150270-9/6/23,Dytiscidae,2,East,,Insecta,,Coleoptera,Dytiscidae,PR,BU;SW,FALSE
150270-9/6/23,Elmidae,6,East,,Insecta,,Coleoptera,Elmidae,CG,CN,FALSE
150270-9/6/23,Ephemerellidae,1,East,,Insecta,,Ephemeroptera,Ephemerellidae,SC,CN,FALSE
150270-9/6/23,Gerridae,4,East,,Insecta,,Hemiptera,Gerridae,PR,SK,FALSE
150270-9/6/23,Helicopsychidae,3,East,,Insecta,,Trichoptera,Helicopsychidae,SC,BU,FALSE
150270-9/6/23,Hydrophilidae,2,East,,Insecta,,Coleoptera,Hydrophilidae,PR,BU;SW,FALSE
150270-9/6/23,Hydropsychidae,4,East,,Insecta,,Trichoptera,Hydropsychidae,CF,CN,FALSE
150270-9/6/23,Lepidostomatidae,5,East,,Insecta,,Trichoptera,Lepidostomatidae,SH,CB,FALSE
150270-9/6/23,Leptoceridae,5,East,,Insecta,,Trichoptera,Leptoceridae,SH,SP;SW,FALSE
150270-9/6/23,Leptophlebiidae,10,East,,Insecta,,Ephemeroptera,Leptophlebiidae,CG,CN;SW,FALSE
150270-9/6/23,Limnephilidae,20,East,,Insecta,,Trichoptera,Limnephilidae,SH,SP,FALSE
150270-9/6/23,Lymnaeidae,1,East,,Gastropoda,,Basommatophora,Lymnaeidae,SC,CB,FALSE
150270-9/6/23,Oligochaeta,9,East,,Oligochaeta,,Haplotaxida,,CG,BU,FALSE
150270-9/6/23,Perlodidae,1,East,,Insecta,,Plecoptera,Perlodidae,PR,CN,FALSE
150270-9/6/23,Phryganeidae,1,East,,Insecta,,Trichoptera,Phryganeidae,SH,CB;CN,FALSE
150270-9/6/23,Physidae,75,East,,Gastropoda,,Basommatophora,Physidae,SC,CB,FALSE
150270-9/6/23,Pisidiidae,2,East,,Bivalvia,,Veneroida,Pisidiidae,CF,BU,FALSE
150270-9/6/23,Pleidae,1,East,,Insecta,,Hemiptera,Pleidae,PR,SW,FALSE
150270-9/6/23,Pteronarcyidae,2,East,,Insecta,,Plecoptera,Pteronarcyidae,SH,CN,FALSE
150270-9/6/23,Sialidae,1,East,,Insecta,,Megaloptera,Sialidae,PR,BU,FALSE
150270-9/6/23,Tabanidae,3,East,,Insecta,,Diptera,Tabanidae,PR,SP,FALSE
150270-9/6/23,Tipulidae,1,East,,Insecta,,Diptera,Tipulidae,CG,BU,FALSE
150270-9/6/23,Tricorythidae,3,East,,Insecta,,Ephemeroptera,Tricorythidae,CG,,FALSE
150270-9/6/23,Veliidae,1,East,,Insecta,,Hemiptera,Veliidae,PR,SK,FALSE
150271-8/2/23,Aeshnidae,1,WetWide,,Insecta,,Odonata,Aeshnidae,PR,CB;CN,FALSE
150271-8/2/23,Amphipoda,19,WetWide,Crustacea,Crustacea,,Amphipoda,,SH,,FALSE
150271-8/2/23,Ancylidae,3,WetWide,,Gastropoda,,Basommatophora,Ancylidae,SC,CB;CN,FALSE
150271-8/2/23,Baetidae,3,WetWide,,Insecta,,Ephemeroptera,Baetidae,CG,CN;SW,FALSE
150271-8/2/23,Calopterygidae,10,WetWide,,Insecta,,Odonata,Calopterygidae,PR,CB;CN,FALSE
150271-8/2/23,Ceratopogonidae,1,WetWide,,Insecta,,Diptera,Ceratopogonidae,PR,BU;SP,FALSE
150271-8/2/23,Chironomidae,80,WetWide,,Insecta,,Diptera,Chironomidae,CG,,FALSE
150271-8/2/23,Cordulegastridae,1,WetWide,,Insecta,,Odonata,Cordulegastridae,PR,BU,FALSE
150271-8/2/23,Corydalidae,4,WetWide,,Insecta,,Megaloptera,Corydalidae,PR,CN,FALSE
150271-8/2/23,Dixidae,1,WetWide,,Insecta,,Diptera,Dixidae,CG,SW,FALSE
150271-8/2/23,Dryopidae,1,WetWide,,Insecta,,Coleoptera,Dryopidae,SC,CB;CN,FALSE
150271-8/2/23,Elmidae,15,WetWide,,Insecta,,Coleoptera,Elmidae,CG,CN,FALSE
150271-8/2/23,Gerridae,1,WetWide,,Insecta,,Hemiptera,Gerridae,PR,SK,FALSE
150271-8/2/23,Goeridae,1,WetWide,,Insecta,,Trichoptera,Goeridae,,,FALSE
150271-8/2/23,Heptageniidae,14,WetWide,,Insecta,,Ephemeroptera,Heptageniidae,SC,CN,FALSE
150271-8/2/23,Hydracarina,1,WetWide,,Arachnida,,,,PR,,FALSE
150271-8/2/23,Hydropsychidae,25,WetWide,,Insecta,,Trichoptera,Hydropsychidae,CF,CN,FALSE
150271-8/2/23,Leptophlebiidae,3,WetWide,,Insecta,,Ephemeroptera,Leptophlebiidae,CG,CN;SW,FALSE
150271-8/2/23,Limnephilidae,1,WetWide,,Insecta,,Trichoptera,Limnephilidae,SH,SP,FALSE
150271-8/2/23,Lymnaeidae,3,WetWide,,Gastropoda,,Basommatophora,Lymnaeidae,SC,CB,FALSE
150271-8/2/23,Molannidae,1,WetWide,,Insecta,,Trichoptera,Molannidae,SC,SP,FALSE
150271-8/2/23,Oligochaeta,3,WetWide,,Oligochaeta,,Haplotaxida,,CG,BU,FALSE
150271-8/2/23,Physidae,10,WetWide,,Gastropoda,,Basommatophora,Physidae,SC,CB,FALSE
150271-8/2/23,Pisidiidae,38,WetWide,,Bivalvia,,Veneroida,Pisidiidae,CF,BU,FALSE
150271-8/2/23,Sialidae,3,WetWide,,Insecta,,Megaloptera,Sialidae,PR,BU,FALSE
150271-8/2/23,Simuliidae,4,WetWide,,Insecta,,Diptera,Simulidae,CF,CN,FALSE
150271-8/2/23,Tabanidae,7,WetWide,,Insecta,,Diptera,Tabanidae,PR,SP,FALSE
150271-8/2/23,Tipulidae,6,WetWide,,Insecta,,Diptera,Tipulidae,CG,BU,FALSE
150272-7/27/23,Aeshnidae,6,VeryNarrow,,Insecta,,Odonata,Aeshnidae,PR,CB;CN,FALSE
150272-7/27/23,Amphipoda,45,VeryNarrow,Crustacea,Crustacea,,Amphipoda,,SH,,FALSE
150272-7/27/23,Ancylidae,1,VeryNarrow,,Gastropoda,,Basommatophora,Ancylidae,SC,CB;CN,FALSE
150272-7/27/23,Baetidae,8,VeryNarrow,,Insecta,,Ephemeroptera,Baetidae,CG,CN;SW,FALSE
150272-7/27/23,Calopterygidae,7,VeryNarrow,,Insecta,,Odonata,Calopterygidae,PR,CB;CN,FALSE
150272-7/27/23,Ceratopogonidae,1,VeryNarrow,,Insecta,,Diptera,Ceratopogonidae,PR,BU;SP,FALSE
150272-7/27/23,Chironomidae,85,VeryNarrow,,Insecta,,Diptera,Chironomidae,CG,,FALSE
150272-7/27/23,Cordulegastridae,3,VeryNarrow,,Insecta,,Odonata,Cordulegastridae,PR,BU,FALSE
150272-7/27/23,Corydalidae,4,VeryNarrow,,Insecta,,Megaloptera,Corydalidae,PR,CN,FALSE
150272-7/27/23,Elmidae,16,VeryNarrow,,Insecta,,Coleoptera,Elmidae,CG,CN,FALSE
150272-7/27/23,Gerridae,1,VeryNarrow,,Insecta,,Hemiptera,Gerridae,PR,SK,FALSE
150272-7/27/23,Heptageniidae,11,VeryNarrow,,Insecta,,Ephemeroptera,Heptageniidae,SC,CN,FALSE
150272-7/27/23,Hydracarina,1,VeryNarrow,,Arachnida,,,,PR,,FALSE
150272-7/27/23,Hydropsychidae,16,VeryNarrow,,Insecta,,Trichoptera,Hydropsychidae,CF,CN,FALSE
150272-7/27/23,Lepidostomatidae,2,VeryNarrow,,Insecta,,Trichoptera,Lepidostomatidae,SH,CB,FALSE
150272-7/27/23,Limnephilidae,2,VeryNarrow,,Insecta,,Trichoptera,Limnephilidae,SH,SP,FALSE
150272-7/27/23,Molannidae,7,VeryNarrow,,Insecta,,Trichoptera,Molannidae,SC,SP,FALSE
150272-7/27/23,Oligochaeta,3,VeryNarrow,,Oligochaeta,,Haplotaxida,,CG,BU,FALSE
150272-7/27/23,Philopotamidae,1,VeryNarrow,,Insecta,,Trichoptera,Philopotamidae,CF,CN,FALSE
150272-7/27/23,Phryganeidae,1,VeryNarrow,,Insecta,,Trichoptera,Phryganeidae,SH,CB;CN,FALSE
150272-7/27/23,Pisidiidae,29,VeryNarrow,,Bivalvia,,Veneroida,Pisidiidae,CF,BU,FALSE
150272-7/27/23,Sialidae,1,VeryNarrow,,Insecta,,Megaloptera,Sialidae,PR,BU,FALSE
150272-7/27/23,Tabanidae,12,VeryNarrow,,Insecta,,Diptera,Tabanidae,PR,SP,FALSE
150272-7/27/23,Tipulidae,8,VeryNarrow,,Insecta,,Diptera,Tipulidae,CG,BU,FALSE
150273-9/5/23,Aeshnidae,3,WestSteep,,Insecta,,Odonata,Aeshnidae,PR,CB;CN,FALSE
150273-9/5/23,Amphipoda,120,WestSteep,Crustacea,Crustacea,,Amphipoda,,SH,,FALSE
150273-9/5/23,Ancylidae,3,WestSteep,,Gastropoda,,Basommatophora,Ancylidae,SC,CB;CN,FALSE
150273-9/5/23,Baetidae,28,WestSteep,,Insecta,,Ephemeroptera,Baetidae,CG,CN;SW,FALSE
150273-9/5/23,Baetiscidae,2,WestSteep,,Insecta,,Ephemeroptera,Baetiscidae,CG,BU;CN;SP,FALSE
150273-9/5/23,Brachycentridae,3,WestSteep,,Insecta,,Trichoptera,Brachycentridae,CF,CN,FALSE
150273-9/5/23,Calopterygidae,46,WestSteep,,Insecta,,Odonata,Calopterygidae,PR,CB;CN,FALSE
150273-9/5/23,Ceratopogonidae,1,WestSteep,,Insecta,,Diptera,Ceratopogonidae,PR,BU;SP,FALSE
150273-9/5/23,Chironomidae,2,WestSteep,,Insecta,,Diptera,Chironomidae,CG,,FALSE
150273-9/5/23,Cordulegastridae,3,WestSteep,,Insecta,,Odonata,Cordulegastridae,PR,BU,FALSE
150273-9/5/23,Corydalidae,1,WestSteep,,Insecta,,Megaloptera,Corydalidae,PR,CN,FALSE
150273-9/5/23,Decapoda,1,WestSteep,Crustacea,Crustacea,,Decapoda,Decapoda,CG,,FALSE
150273-9/5/23,Elmidae,2,WestSteep,,Insecta,,Coleoptera,Elmidae,CG,CN,FALSE
150273-9/5/23,Ephemerellidae,25,WestSteep,,Insecta,,Ephemeroptera,Ephemerellidae,SC,CN,FALSE
150273-9/5/23,Ephemeridae,11,WestSteep,,Insecta,,Ephemeroptera,Ephemeridae,CG,BU,FALSE
150273-9/5/23,Gomphidae,5,WestSteep,,Insecta,,Odonata,Gomphidae,PR,BU,FALSE
150273-9/5/23,Heptageniidae,23,WestSteep,,Insecta,,Ephemeroptera,Heptageniidae,SC,CN,FALSE
150273-9/5/23,Hydropsychidae,12,WestSteep,,Insecta,,Trichoptera,Hydropsychidae,CF,CN,FALSE
150273-9/5/23,Isonychiidae,1,WestSteep,,Insecta,,Ephemeroptera,Isonychiidae,CF,SW,FALSE
150273-9/5/23,Isopoda,18,WestSteep,Crustacea,Crustacea,,Isopoda,,SH,,FALSE
150273-9/5/23,Lepidostomatidae,2,WestSteep,,Insecta,,Trichoptera,Lepidostomatidae,SH,CB,FALSE
150273-9/5/23,Leptoceridae,11,WestSteep,,Insecta,,Trichoptera,Leptoceridae,SH,SP;SW,FALSE
150273-9/5/23,Leptophlebiidae,1,WestSteep,,Insecta,,Ephemeroptera,Leptophlebiidae,CG,CN;SW,FALSE
150273-9/5/23,Limnephilidae,7,WestSteep,,Insecta,,Trichoptera,Limnephilidae,SH,SP,FALSE
150273-9/5/23,Molannidae,4,WestSteep,,Insecta,,Trichoptera,Molannidae,SC,SP,FALSE
150273-9/5/23,Oligochaeta,1,WestSteep,,Oligochaeta,,Haplotaxida,,CG,BU,FALSE
150273-9/5/23,Perlodidae,3,WestSteep,,Insecta,,Plecoptera,Perlodidae,PR,CN,FALSE
150273-9/5/23,Pisidiidae,1,WestSteep,,Bivalvia,,Veneroida,Pisidiidae,CF,BU,FALSE
150273-9/5/23,Polycentropodidae,1,WestSteep,,Insecta,,Trichoptera,Polycentropodidae,PR,CN,FALSE
150273-9/5/23,Pteronarcyidae,1,WestSteep,,Insecta,,Plecoptera,Pteronarcyidae,SH,CN,FALSE
150273-9/5/23,Simuliidae,2,WestSteep,,Insecta,,Diptera,Simulidae,CF,CN,FALSE
150273-9/5/23,Tabanidae,3,WestSteep,,Insecta,,Diptera,Tabanidae,PR,SP,FALSE
150273-9/5/23,Veliidae,2,WestSteep,,Insecta,,Hemiptera,Veliidae,PR,SK,FALSE
190118-9/12/23,Aeshnidae,1,MidSizeDry,,Insecta,,Odonata,Aeshnidae,PR,CB;CN,FALSE
190118-9/12/23,Amphipoda,10,MidSizeDry,Crustacea,Crustacea,,Amphipoda,,SH,,FALSE
190118-9/12/23,Ancylidae,4,MidSizeDry,,Gastropoda,,Basommatophora,Ancylidae,SC,CB;CN,FALSE
190118-9/12/23,Baetidae,9,MidSizeDry,,Insecta,,Ephemeroptera,Baetidae,CG,CN;SW,FALSE
190118-9/12/23,Belostomatidae,1,MidSizeDry,,Insecta,,Hemiptera,Belostomatidae,PR,CB;SW,FALSE
190118-9/12/23,Caenidae,17,MidSizeDry,,Insecta,,Ephemeroptera,Caenidae,CG,BU;SP,FALSE
190118-9/12/23,Calopterygidae,3,MidSizeDry,,Insecta,,Odonata,Calopterygidae,PR,CB;CN,FALSE
190118-9/12/23,Ceratopogonidae,1,MidSizeDry,,Insecta,,Diptera,Ceratopogonidae,PR,BU;SP,FALSE
190118-9/12/23,Chironomidae,30,MidSizeDry,,Insecta,,Diptera,Chironomidae,CG,,FALSE
190118-9/12/23,Coenagrionidae,18,MidSizeDry,,Insecta,,Odonata,Coenagrionidae,PR,CB;SP,FALSE
190118-9/12/23,Elmidae,9,MidSizeDry,,Insecta,,Coleoptera,Elmidae,CG,CN,FALSE
190118-9/12/23,Gerridae,1,MidSizeDry,,Insecta,,Hemiptera,Gerridae,PR,SK,FALSE
190118-9/12/23,Gomphidae,1,MidSizeDry,,Insecta,,Odonata,Gomphidae,PR,BU,FALSE
190118-9/12/23,Gyrinidae,1,MidSizeDry,,Insecta,,Coleoptera,Gyrinidae,PR,SW,FALSE
190118-9/12/23,Haliplidae,24,MidSizeDry,,Insecta,,Coleoptera,Haliplidae,SH,,FALSE
190118-9/12/23,Heptageniidae,1,MidSizeDry,,Insecta,,Ephemeroptera,Heptageniidae,SC,CN,FALSE
190118-9/12/23,Hirudinea,1,MidSizeDry,,Hirudinea,Hirudinea,,,PR,SP,FALSE
190118-9/12/23,Hydrophilidae,7,MidSizeDry,,Insecta,,Coleoptera,Hydrophilidae,PR,BU;SW,FALSE
190118-9/12/23,Hydropsychidae,3,MidSizeDry,,Insecta,,Trichoptera,Hydropsychidae,CF,CN,FALSE
190118-9/12/23,Isopoda,3,MidSizeDry,Crustacea,Crustacea,,Isopoda,,SH,,FALSE
190118-9/12/23,Leptoceridae,40,MidSizeDry,,Insecta,,Trichoptera,Leptoceridae,SH,SP;SW,FALSE
190118-9/12/23,Oligochaeta,4,MidSizeDry,,Oligochaeta,,Haplotaxida,,CG,BU,FALSE
190118-9/12/23,Physidae,3,MidSizeDry,,Gastropoda,,Basommatophora,Physidae,SC,CB,FALSE
190118-9/12/23,Pisidiidae,5,MidSizeDry,,Bivalvia,,Veneroida,Pisidiidae,CF,BU,FALSE
190118-9/12/23,Planorbidae,1,MidSizeDry,,Gastropoda,,Basommatophora,Planorbidae,SC,CB,FALSE
190118-9/12/23,Pleidae,1,MidSizeDry,,Insecta,,Hemiptera,Pleidae,PR,SW,FALSE
190118-9/12/23,Simuliidae,1,MidSizeDry,,Insecta,,Diptera,Simulidae,CF,CN,FALSE
190118-9/12/23,Tabanidae,8,MidSizeDry,,Insecta,,Diptera,Tabanidae,PR,SP,FALSE
190118-9/12/23,Tricorythidae,38,MidSizeDry,,Insecta,,Ephemeroptera,Tricorythidae,CG,,FALSE
190118-9/12/23,Turbellaria,5,MidSizeDry,,Turbellaria,,,,CG,,FALSE
190118-9/12/23,Veliidae,1,MidSizeDry,,Insecta,,Hemiptera,Veliidae,PR,SK,FALSE
230174-8/30/23,Aeshnidae,5,WetWide,,Insecta,,Odonata,Aeshnidae,PR,CB;CN,FALSE
230174-8/30/23,Amphipoda,50,WetWide,Crustacea,Crustacea,,Amphipoda,,SH,,FALSE
230174-8/30/23,Baetidae,16,WetWide,,Insecta,,Ephemeroptera,Baetidae,CG,CN;SW,FALSE
230174-8/30/23,Baetiscidae,1,WetWide,,Insecta,,Ephemeroptera,Baetiscidae,CG,BU;CN;SP,FALSE
230174-8/30/23,Brachycentridae,11,WetWide,,Insecta,,Trichoptera,Brachycentridae,CF,CN,FALSE
230174-8/30/23,Calopterygidae,9,WetWide,,Insecta,,Odonata,Calopterygidae,PR,CB;CN,FALSE
230174-8/30/23,Chironomidae,2,WetWide,,Insecta,,Diptera,Chironomidae,CG,,FALSE
230174-8/30/23,Coenagrionidae,1,WetWide,,Insecta,,Odonata,Coenagrionidae,PR,CB;SP,FALSE
