VisitID,TAXAID,N_TAXA,STORETNo,WaterbodyName,Lat,Long,AvgWidth
230174-8/30/23,Mesoveliidae,6,230174,Thornapple River,42.61717,-85.05449,41.7
230174-8/30/23,Veliidae,2,230174,Thornapple River,42.61717,-85.05449,41.7
230174-8/30/23,Corydalidae (Dobson flies),1,230174,Thornapple River,42.61717,-85.05449,41.7
230174-8/30/23,Brachycentridae,11,230174,Thornapple River,42.61717,-85.05449,41.7
230174-8/30/23,Hydropsychidae,72,230174,Thornapple River,42.61717,-85.05449,41.7
230174-8/30/23,Leptoceridae,1,230174,Thornapple River,42.61717,-85.05449,41.7
230174-8/30/23,Dytiscidae (total),1,230174,Thornapple River,42.61717,-85.05449,41.7
230174-8/30/23,Elmidae,8,230174,Thornapple River,42.61717,-85.05449,41.7
230174-8/30/23,Chironomidae,2,230174,Thornapple River,42.61717,-85.05449,41.7
230174-8/30/23,Simulidae,4,230174,Thornapple River,42.61717,-85.05449,41.7
230174-8/30/23,Physidae,5,230174,Thornapple River,42.61717,-85.05449,41.7
240193-9/5/23,Oligochaeta (worms),4,240193,Bear River,45.33349,-84.92792,30
240193-9/5/23,Amphipoda (scuds),35,240193,Bear River,45.33349,-84.92792,30
240193-9/5/23,Isopoda (sowbugs),7,240193,Bear River,45.33349,-84.92792,30
240193-9/5/23,Baetiscidae,12,240193,Bear River,45.33349,-84.92792,30
240193-9/5/23,Baetidae,25,240193,Bear River,45.33349,-84.92792,30
240193-9/5/23,Heptageniidae,3,240193,Bear River,45.33349,-84.92792,30
240193-9/5/23,Tricorythidae,2,240193,Bear River,45.33349,-84.92792,30
240193-9/5/23,Aeshnidae,1,240193,Bear River,45.33349,-84.92792,30
240193-9/5/23,Gomphidae,4,240193,Bear River,45.33349,-84.92792,30
240193-9/5/23,Calopterygidae,3,240193,Bear River,45.33349,-84.92792,30
240193-9/5/23,Veliidae,1,240193,Bear River,45.33349,-84.92792,30
240193-9/5/23,Hydropsychidae,10,240193,Bear River,45.33349,-84.92792,30
240193-9/5/23,Leptoceridae,5,240193,Bear River,45.33349,-84.92792,30
240193-9/5/23,Polycentropodidae,1,240193,Bear River,45.33349,-84.92792,30
240193-9/5/23,Elmidae,15,240193,Bear River,45.33349,-84.92792,30
240193-9/5/23,Ceratopogonidae,1,240193,Bear River,45.33349,-84.92792,30
240193-9/5/23,Chironomidae,5,240193,Bear River,45.33349,-84.92792,30
240193-9/5/23,Dixidae,1,240193,Bear River,45.33349,-84.92792,30
240193-9/5/23,Simulidae,1,240193,Bear River,45.33349,-84.92792,30
240193-9/5/23,Physidae,1,240193,Bear River,45.33349,-84.92792,30
240193-9/5/23,Pleuroceridae,102,240193,Bear River,45.33349,-84.92792,30
240193-9/5/23,Viviparidae,2,240193,Bear River,45.33349,-84.92792,30
240193-9/5/23,Pisidiidae,8,240193,Bear River,45.33349,-84.92792,30
240193-9/5/23,Unionidae (mussels),1,240193,Bear River,45.33349,-84.92792,30
240211-7/26/23,Oligochaeta (worms),6,240211,Carp Lake River,45.69397,-84.8046,22.3
240211-7/26/23,Amphipoda (scuds),34,240211,Carp Lake River,45.69397,-84.8046,22.3
240211-7/26/23,Decapoda (crayfish),1,240211,Carp Lake River,45.69397,-84.8046,22.3
240211-7/26/23,Baetidae,15,240211,Carp Lake River,45.69397,-84.8046,22.3
240211-7/26/23,Caenidae,2,240211,Carp Lake River,45.69397,-84.8046,22.3
240211-7/26/23,Ephemerellidae,1,240211,Carp Lake River,45.69397,-84.8046,22.3
240211-7/26/23,Heptageniidae,1,240211,Carp Lake River,45.69397,-84.8046,22.3
240211-7/26/23,Tricorythidae,29,240211,Carp Lake River,45.69397,-84.8046,22.3
240211-7/26/23,Aeshnidae,5,240211,Carp Lake River,45.69397,-84.8046,22.3
240211-7/26/23,Cordulegastridae,1,240211,Carp Lake River,45.69397,-84.8046,22.3
240211-7/26/23,Calopterygidae,3,240211,Carp Lake River,45.69397,-84.8046,22.3
240211-7/26/23,Leuctridae,13,240211,Carp Lake River,45.69397,-84.8046,22.3
240211-7/26/23,Perlidae,5,240211,Carp Lake River,45.69397,-84.8046,22.3
240211-7/26/23,Corixidae,1,240211,Carp Lake River,45.69397,-84.8046,22.3
240211-7/26/23,Gerridae,1,240211,Carp Lake River,45.69397,-84.8046,22.3
240211-7/26/23,Veliidae,1,240211,Carp Lake River,45.69397,-84.8046,22.3
240211-7/26/23,Corydalidae (Dobson flies),3,240211,Carp Lake River,45.69397,-84.8046,22.3
240211-7/26/23,Brachycentridae,2,240211,Carp Lake River,45.69397,-84.8046,22.3
240211-7/26/23,Glossosomatidae,42,240211,Carp Lake River,45.69397,-84.8046,22.3
240211-7/26/23,Hydropsychidae,64,240211,Carp Lake River,45.69397,-84.8046,22.3
240211-7/26/23,Limnephilidae,2,240211,Carp Lake River,45.69397,-84.8046,22.3
240211-7/26/23,Philopotamidae,2,240211,Carp Lake River,45.69397,-84.8046,22.3
240211-7/26/23,Phryganeidae,3,240211,Carp Lake River,45.69397,-84.8046,22.3
240211-7/26/23,Polycentropodidae,2,240211,Carp Lake River,45.69397,-84.8046,22.3
240211-7/26/23,Hydrophilidae (total),1,240211,Carp Lake River,45.69397,-84.8046,22.3
240211-7/26/23,Dryopidae,1,240211,Carp Lake River,45.69397,-84.8046,22.3
240211-7/26/23,Elmidae,8,240211,Carp Lake River,45.69397,-84.8046,22.3
240211-7/26/23,Chironomidae,9,240211,Carp Lake River,45.69397,-84.8046,22.3
240211-7/26/23,Simulidae,4,240211,Carp Lake River,45.69397,-84.8046,22.3
240211-7/26/23,Tipulidae,1,240211,Carp Lake River,45.69397,-84.8046,22.3
240211-7/26/23,Ancylidae (limpets),1,240211,Carp Lake River,45.69397,-84.8046,22.3
240211-7/26/23,Pisidiidae,1,240211,Carp Lake River,45.69397,-84.8046,22.3
250513-6/29/23,Turbellaria,2,250513,Flint River,43.059987,-83.854243,130
250513-6/29/23,Oligochaeta (worms),5,250513,Flint River,43.059987,-83.854243,130
250513-6/29/23,Amphipoda (scuds),15,250513,Flint River,43.059987,-83.854243,130
250513-6/29/23,Decapoda (crayfish),2,250513,Flint River,43.059987,-83.854243,130
250513-6/29/23,Isopoda (sowbugs),1,250513,Flint River,43.059987,-83.854243,130
250513-6/29/23,Hydracarina,1,250513,Flint River,43.059987,-83.854243,130
250513-6/29/23,Baetidae,31,250513,Flint River,43.059987,-83.854243,130
250513-6/29/23,Caenidae,1,250513,Flint River,43.059987,-83.854243,130
250513-6/29/23,Ephemerellidae,1,250513,Flint River,43.059987,-83.854243,130
250513-6/29/23,Heptageniidae,1,250513,Flint River,43.059987,-83.854243,130
250513-6/29/23,Tricorythidae,12,250513,Flint River,43.059987,-83.854243,130
250513-6/29/23,Aeshnidae,1,250513,Flint River,43.059987,-83.854243,130
250513-6/29/23,Calopterygidae,1,250513,Flint River,43.059987,-83.854243,130
250513-6/29/23,Corixidae,1,250513,Flint River,43.059987,-83.854243,130
250513-6/29/23,Gerridae,3,250513,Flint River,43.059987,-83.854243,130
250513-6/29/23,Veliidae,1,250513,Flint River,43.059987,-83.854243,130
250513-6/29/23,Hydropsychidae,94,250513,Flint River,43.059987,-83.854243,130
250513-6/29/23,Hydroptilidae,7,250513,Flint River,43.059987,-83.854243,130
250513-6/29/23,Leptoceridae,1,250513,Flint River,43.059987,-83.854243,130
250513-6/29/23,Philopotamidae,6,250513,Flint River,43.059987,-83.854243,130
250513-6/29/23,Elmidae,4,250513,Flint River,43.059987,-83.854243,130
250513-6/29/23,Chironomidae,48,250513,Flint River,43.059987,-83.854243,130
250513-6/29/23,Simulidae,99,250513,Flint River,43.059987,-83.854243,130
250513-6/29/23,Ancylidae (limpets),2,250513,Flint River,43.059987,-83.854243,130
250513-6/29/23,Planorbidae,1,250513,Flint River,43.059987,-83.854243,130
250513-6/29/23,Pleuroceridae,1,250513,Flint River,43.059987,-83.854243,130
250513-6/29/23,Corbicula fluminea,1,250513,Flint River,43.059987,-83.854243,130
250513-6/29/23,Pisidiidae,6,250513,Flint River,43.059987,-83.854243,130
250513-6/29/23,Unionidae (mussels),1,250513,Flint River,43.059987,-83.854243,130
250514-7/5/23,Turbellaria,7,250514,Howland Drain,42.951335,-83.771466,3.7
250514-7/5/23,Oligochaeta (worms),3,250514,Howland Drain,42.951335,-83.771466,3.7
250514-7/5/23,Decapoda (crayfish),1,250514,Howland Drain,42.951335,-83.771466,3.7
250514-7/5/23,Hydracarina,4,250514,Howland Drain,42.951335,-83.771466,3.7
250514-7/5/23,Baetidae,5,250514,Howland Drain,42.951335,-83.771466,3.7
250514-7/5/23,Coenagrionidae,2,250514,Howland Drain,42.951335,-83.771466,3.7
250514-7/5/23,Corixidae,17,250514,Howland Drain,42.951335,-83.771466,3.7
250514-7/5/23,Hydropsychidae,1,250514,Howland Drain,42.951335,-83.771466,3.7
250514-7/5/23,Hydroptilidae,1,250514,Howland Drain,42.951335,-83.771466,3.7
250514-7/5/23,Leptoceridae,1,250514,Howland Drain,42.951335,-83.771466,3.7
250514-7/5/23,Dytiscidae (total),1,250514,Howland Drain,42.951335,-83.771466,3.7
250514-7/5/23,aHaliplidae (adults),2,250514,Howland Drain,42.951335,-83.771466,3.7
250514-7/5/23,Elmidae,4,250514,Howland Drain,42.951335,-83.771466,3.7
250514-7/5/23,Haliplidae (larvae),5,250514,Howland Drain,42.951335,-83.771466,3.7
250514-7/5/23,Ceratopogonidae,4,250514,Howland Drain,42.951335,-83.771466,3.7
250514-7/5/23,Chironomidae,117,250514,Howland Drain,42.951335,-83.771466,3.7
250514-7/5/23,Hydrobiidae,2,250514,Howland Drain,42.951335,-83.771466,3.7
250514-7/5/23,Physidae,137,250514,Howland Drain,42.951335,-83.771466,3.7
250514-7/5/23,Planorbidae,1,250514,Howland Drain,42.951335,-83.771466,3.7
250514-7/5/23,Pisidiidae,5,250514,Howland Drain,42.951335,-83.771466,3.7
250516-7/5/23,Oligochaeta (worms),12,250516,Kearsley Creek,43.00049,-83.526579,22.3
250516-7/5/23,Amphipoda (scuds),21,250516,Kearsley Creek,43.00049,-83.526579,22.3
250516-7/5/23,Decapoda (crayfish),2,250516,Kearsley Creek,43.00049,-83.526579,22.3
250516-7/5/23,Hydracarina,1,250516,Kearsley Creek,43.00049,-83.526579,22.3
250516-7/5/23,Baetidae,59,250516,Kearsley Creek,43.00049,-83.526579,22.3
250516-7/5/23,Heptageniidae,2,250516,Kearsley Creek,43.00049,-83.526579,22.3
250516-7/5/23,Tricorythidae,17,250516,Kearsley Creek,43.00049,-83.526579,22.3
250516-7/5/23,Coenagrionidae,2,250516,Kearsley Creek,43.00049,-83.526579,22.3
250516-7/5/23,Perlidae,1,250516,Kearsley Creek,43.00049,-83.526579,22.3
250516-7/5/23,Corixidae,13,250516,Kearsley Creek,43.00049,-83.526579,22.3
250516-7/5/23,Gerridae,5,250516,Kearsley Creek,43.00049,-83.526579,22.3
250516-7/5/23,Helicopsychidae,1,250516,Kearsley Creek,43.00049,-83.526579,22.3
250516-7/5/23,Hydropsychidae,37,250516,Kearsley Creek,43.00049,-83.526579,22.3
250516-7/5/23,Hydroptilidae,5,250516,Kearsley Creek,43.00049,-83.526579,22.3
250516-7/5/23,Leptoceridae,18,250516,Kearsley Creek,43.00049,-83.526579,22.3
250516-7/5/23,Molannidae,1,250516,Kearsley Creek,43.00049,-83.526579,22.3
250516-7/5/23,Polycentropodidae,10,250516,Kearsley Creek,43.00049,-83.526579,22.3
250516-7/5/23,Elmidae,10,250516,Kearsley Creek,43.00049,-83.526579,22.3
250516-7/5/23,Gyrinidae (larvae),1,250516,Kearsley Creek,43.00049,-83.526579,22.3
250516-7/5/23,Chironomidae,27,250516,Kearsley Creek,43.00049,-83.526579,22.3
250516-7/5/23,Simulidae,13,250516,Kearsley Creek,43.00049,-83.526579,22.3
250516-7/5/23,Physidae,3,250516,Kearsley Creek,43.00049,-83.526579,22.3
250516-7/5/23,Pisidiidae,2,250516,Kearsley Creek,43.00049,-83.526579,22.3
250551-8/9/23,PORIFERA (sponges),1,250551,Swartz Creek,42.958495,-83.753572,18
250551-8/9/23,Hirudinea (leeches),1,250551,Swartz Creek,42.958495,-83.753572,18
250551-8/9/23,Oligochaeta (worms),1,250551,Swartz Creek,42.958495,-83.753572,18
250551-8/9/23,Amphipoda (scuds),11,250551,Swartz Creek,42.958495,-83.753572,18
250551-8/9/23,Decapoda (crayfish),4,250551,Swartz Creek,42.958495,-83.753572,18
250551-8/9/23,Hydracarina,4,250551,Swartz Creek,42.958495,-83.753572,18
250551-8/9/23,Baetidae,58,250551,Swartz Creek,42.958495,-83.753572,18
250551-8/9/23,Heptageniidae,11,250551,Swartz Creek,42.958495,-83.753572,18
250551-8/9/23,Aeshnidae,1,250551,Swartz Creek,42.958495,-83.753572,18
250551-8/9/23,Calopterygidae,13,250551,Swartz Creek,42.958495,-83.753572,18
250551-8/9/23,Coenagrionidae,2,250551,Swartz Creek,42.958495,-83.753572,18
250551-8/9/23,Perlidae,13,250551,Swartz Creek,42.958495,-83.753572,18
250551-8/9/23,Corixidae,1,250551,Swartz Creek,42.958495,-83.753572,18
250551-8/9/23,Gerridae,2,250551,Swartz Creek,42.958495,-83.753572,18
250551-8/9/23,Mesoveliidae,4,250551,Swartz Creek,42.958495,-83.753572,18
250551-8/9/23,Sialidae (alder flies),1,250551,Swartz Creek,42.958495,-83.753572,18
250551-8/9/23,Helicopsychidae,2,250551,Swartz Creek,42.958495,-83.753572,18
250551-8/9/23,Hydropsychidae,18,250551,Swartz Creek,42.958495,-83.753572,18
250551-8/9/23,Leptoceridae,4,250551,Swartz Creek,42.958495,-83.753572,18
250551-8/9/23,Limnephilidae,1,250551,Swartz Creek,42.958495,-83.753572,18
250551-8/9/23,Uenoidae,4,250551,Swartz Creek,42.958495,-83.753572,18
250551-8/9/23,aHaliplidae (adults),1,250551,Swartz Creek,42.958495,-83.753572,18
250551-8/9/23,Elmidae,55,250551,Swartz Creek,42.958495,-83.753572,18
250551-8/9/23,Psephenidae (larvae),5,250551,Swartz Creek,42.958495,-83.753572,18
250551-8/9/23,Athericidae,2,250551,Swartz Creek,42.958495,-83.753572,18
250551-8/9/23,Chironomidae,5,250551,Swartz Creek,42.958495,-83.753572,18
250551-8/9/23,Simulidae,2,250551,Swartz Creek,42.958495,-83.753572,18
250551-8/9/23,Ancylidae (limpets),4,250551,Swartz Creek,42.958495,-83.753572,18
250551-8/9/23,Bithyniidae,3,250551,Swartz Creek,42.958495,-83.753572,18
250551-8/9/23,Lymnaeidae,1,250551,Swartz Creek,42.958495,-83.753572,18
250551-8/9/23,Physidae,2,250551,Swartz Creek,42.958495,-83.753572,18
250551-8/9/23,Pisidiidae,33,250551,Swartz Creek,42.958495,-83.753572,18
250551-8/9/23,Unionidae (mussels),1,250551,Swartz Creek,42.958495,-83.753572,18
250575-8/9/23,Oligochaeta (worms),18,250575,Riskin Drain,43.07662,-83.65539,8.7
250575-8/9/23,Amphipoda (scuds),2,250575,Riskin Drain,43.07662,-83.65539,8.7
250575-8/9/23,Decapoda (crayfish),1,250575,Riskin Drain,43.07662,-83.65539,8.7
250575-8/9/23,Isopoda (sowbugs),2,250575,Riskin Drain,43.07662,-83.65539,8.7
250575-8/9/23,Coenagrionidae,17,250575,Riskin Drain,43.07662,-83.65539,8.7
250575-8/9/23,Gerridae,1,250575,Riskin Drain,43.07662,-83.65539,8.7
250575-8/9/23,Hydropsychidae,2,250575,Riskin Drain,43.07662,-83.65539,8.7
250575-8/9/23,Leptoceridae,1,250575,Riskin Drain,43.07662,-83.65539,8.7
250575-8/9/23,aGyrinidae (adults),1,250575,Riskin Drain,43.07662,-83.65539,8.7
250575-8/9/23,Ceratopogonidae,1,250575,Riskin Drain,43.07662,-83.65539,8.7
250575-8/9/23,Chironomidae,17,250575,Riskin Drain,43.07662,-83.65539,8.7
250575-8/9/23,Physidae,10,250575,Riskin Drain,43.07662,-83.65539,8.7
270144-8/3/23,Oligochaeta (worms),18,270144,Jackson Creek,46.53499,-89.92896,33.3
270144-8/3/23,Decapoda (crayfish),3,270144,Jackson Creek,46.53499,-89.92896,33.3
270144-8/3/23,Hydracarina,8,270144,Jackson Creek,46.53499,-89.92896,33.3
270144-8/3/23,Baetidae,6,270144,Jackson Creek,46.53499,-89.92896,33.3
270144-8/3/23,Ephemerellidae,1,270144,Jackson Creek,46.53499,-89.92896,33.3
270144-8/3/23,Heptageniidae,11,270144,Jackson Creek,46.53499,-89.92896,33.3
270144-8/3/23,Isonichiidae,12,270144,Jackson Creek,46.53499,-89.92896,33.3
270144-8/3/23,Leptophlebiidae,6,270144,Jackson Creek,46.53499,-89.92896,33.3
270144-8/3/23,Tricorythidae,1,270144,Jackson Creek,46.53499,-89.92896,33.3
270144-8/3/23,Aeshnidae,1,270144,Jackson Creek,46.53499,-89.92896,33.3
270144-8/3/23,Gomphidae,8,270144,Jackson Creek,46.53499,-89.92896,33.3
270144-8/3/23,Calopterygidae,1,270144,Jackson Creek,46.53499,-89.92896,33.3
270144-8/3/23,Perlidae,10,270144,Jackson Creek,46.53499,-89.92896,33.3
270144-8/3/23,Gerridae,1,270144,Jackson Creek,46.53499,-89.92896,33.3
270144-8/3/23,Veliidae,2,270144,Jackson Creek,46.53499,-89.92896,33.3
270144-8/3/23,Corydalidae (Dobson flies),2,270144,Jackson Creek,46.53499,-89.92896,33.3
270144-8/3/23,Hydropsychidae,13,270144,Jackson Creek,46.53499,-89.92896,33.3
270144-8/3/23,Elmidae,108,270144,Jackson Creek,46.53499,-89.92896,33.3
270144-8/3/23,Athericidae,25,270144,Jackson Creek,46.53499,-89.92896,33.3
270144-8/3/23,Ceratopogonidae,8,270144,Jackson Creek,46.53499,-89.92896,33.3
270144-8/3/23,Chironomidae,11,270144,Jackson Creek,46.53499,-89.92896,33.3
270144-8/3/23,Tipulidae,2,270144,Jackson Creek,46.53499,-89.92896,33.3
270147-8/1/23,Oligochaeta (worms),2,270147,Slate River,46.368045,-89.557691,27
270147-8/1/23,Hydracarina,3,270147,Slate River,46.368045,-89.557691,27
270147-8/1/23,Baetidae,14,270147,Slate River,46.368045,-89.557691,27
270147-8/1/23,Heptageniidae,50,270147,Slate River,46.368045,-89.557691,27
270147-8/1/23,Leptophlebiidae,20,270147,Slate River,46.368045,-89.557691,27
270147-8/1/23,Tricorythidae,16,270147,Slate River,46.368045,-89.557691,27
270147-8/1/23,Gomphidae,3,270147,Slate River,46.368045,-89.557691,27
270147-8/1/23,Calopterygidae,1,270147,Slate River,46.368045,-89.557691,27
270147-8/1/23,Leuctridae,11,270147,Slate River,46.368045,-89.557691,27
270147-8/1/23,Perlidae,13,270147,Slate River,46.368045,-89.557691,27
270147-8/1/23,Gerridae,8,270147,Slate River,46.368045,-89.557691,27
270147-8/1/23,Veliidae,18,270147,Slate River,46.368045,-89.557691,27
270147-8/1/23,Corydalidae (Dobson flies),7,270147,Slate River,46.368045,-89.557691,27
270147-8/1/23,Glossosomatidae,5,270147,Slate River,46.368045,-89.557691,27
270147-8/1/23,Helicopsychidae,2,270147,Slate River,46.368045,-89.557691,27
270147-8/1/23,Hydropsychidae,23,270147,Slate River,46.368045,-89.557691,27
270147-8/1/23,Hydroptilidae,1,270147,Slate River,46.368045,-89.557691,27
270147-8/1/23,Leptoceridae,13,270147,Slate River,46.368045,-89.557691,27
270147-8/1/23,Philopotamidae,6,270147,Slate River,46.368045,-89.557691,27
270147-8/1/23,Elmidae,12,270147,Slate River,46.368045,-89.557691,27
270147-8/1/23,Gyrinidae (larvae),1,270147,Slate River,46.368045,-89.557691,27
270147-8/1/23,Athericidae,7,270147,Slate River,46.368045,-89.557691,27
270147-8/1/23,Ceratopogonidae,4,270147,Slate River,46.368045,-89.557691,27
270147-8/1/23,Chironomidae,24,270147,Slate River,46.368045,-89.557691,27
270147-8/1/23,Simulidae,14,270147,Slate River,46.368045,-89.557691,27
270147-8/1/23,Tabanidae,1,270147,Slate River,46.368045,-89.557691,27
270147-8/1/23,Tipulidae,2,270147,Slate River,46.368045,-89.557691,27
270147-8/1/23,Ancylidae (limpets),6,270147,Slate River,46.368045,-89.557691,27
270147-8/1/23,Planorbidae,1,270147,Slate River,46.368045,-89.557691,27
270196-8/1/23,PORIFERA (sponges),1,270196,Tamarack River,46.287,-89.012,19.3
270196-8/1/23,Hirudinea (leeches),1,270196,Tamarack River,46.287,-89.012,19.3
270196-8/1/23,Oligochaeta (worms),10,270196,Tamarack River,46.287,-89.012,19.3
270196-8/1/23,Decapoda (crayfish),1,270196,Tamarack River,46.287,-89.012,19.3
270196-8/1/23,Baetidae,15,270196,Tamarack River,46.287,-89.012,19.3
270196-8/1/23,Caenidae,1,270196,Tamarack River,46.287,-89.012,19.3
270196-8/1/23,Ephemerellidae,4,270196,Tamarack River,46.287,-89.012,19.3
270196-8/1/23,Heptageniidae,36,270196,Tamarack River,46.287,-89.012,19.3
270196-8/1/23,Tricorythidae,1,270196,Tamarack River,46.287,-89.012,19.3
270196-8/1/23,Aeshnidae,2,270196,Tamarack River,46.287,-89.012,19.3
270196-8/1/23,Gomphidae,3,270196,Tamarack River,46.287,-89.012,19.3
270196-8/1/23,Calopterygidae,3,270196,Tamarack River,46.287,-89.012,19.3
270196-8/1/23,Perlidae,25,270196,Tamarack River,46.287,-89.012,19.3
270196-8/1/23,Veliidae,6,270196,Tamarack River,46.287,-89.012,19.3
270196-8/1/23,Corydalidae (Dobson flies),3,270196,Tamarack River,46.287,-89.012,19.3
270196-8/1/23,Glossosomatidae,29,270196,Tamarack River,46.287,-89.012,19.3
270196-8/1/23,Hydropsychidae,20,270196,Tamarack River,46.287,-89.012,19.3
270196-8/1/23,Philopotamidae,1,270196,Tamarack River,46.287,-89.012,19.3
270196-8/1/23,Elmidae,13,270196,Tamarack River,46.287,-89.012,19.3
270196-8/1/23,Athericidae,39,270196,Tamarack River,46.287,-89.012,19.3
270196-8/1/23,Ceratopogonidae,4,270196,Tamarack River,46.287,-89.012,19.3
270196-8/1/23,Chironomidae,17,270196,Tamarack River,46.287,-89.012,19.3
270196-8/1/23,Simulidae,50,270196,Tamarack River,46.287,-89.012,19.3
270196-8/1/23,Ancylidae (limpets),5,270196,Tamarack River,46.287,-89.012,19.3
270196-8/1/23,Pisidiidae,1,270196,Tamarack River,46.287,-89.012,19.3
270197-7/20/23,PORIFERA (sponges),1,270197,Presque Isle River,46.41519,-89.69585,72.3
270197-7/20/23,Turbellaria,3,270197,Presque Isle River,46.41519,-89.69585,72.3
270197-7/20/23,Hirudinea (leeches),1,270197,Presque Isle River,46.41519,-89.69585,72.3
270197-7/20/23,Oligochaeta (worms),24,270197,Presque Isle River,46.41519,-89.69585,72.3
270197-7/20/23,Amphipoda (scuds),1,270197,Presque Isle River,46.41519,-89.69585,72.3
270197-7/20/23,Decapoda (crayfish),1,270197,Presque Isle River,46.41519,-89.69585,72.3
270197-7/20/23,Isopoda (sowbugs),7,270197,Presque Isle River,46.41519,-89.69585,72.3
270197-7/20/23,Hydracarina,32,270197,Presque Isle River,46.41519,-89.69585,72.3
270197-7/20/23,Baetidae,38,270197,Presque Isle River,46.41519,-89.69585,72.3
270197-7/20/23,Caenidae,9,270197,Presque Isle River,46.41519,-89.69585,72.3
270197-7/20/23,Heptageniidae,13,270197,Presque Isle River,46.41519,-89.69585,72.3
270197-7/20/23,Siphlonuridae,1,270197,Presque Isle River,46.41519,-89.69585,72.3
270197-7/20/23,Gomphidae,9,270197,Presque Isle River,46.41519,-89.69585,72.3
270197-7/20/23,Macromiidae,1,270197,Presque Isle River,46.41519,-89.69585,72.3
270197-7/20/23,Calopterygidae,3,270197,Presque Isle River,46.41519,-89.69585,72.3
270197-7/20/23,Coenagrionidae,2,270197,Presque Isle River,46.41519,-89.69585,72.3
270197-7/20/23,Perlidae,2,270197,Presque Isle River,46.41519,-89.69585,72.3
270197-7/20/23,Corixidae,3,270197,Presque Isle River,46.41519,-89.69585,72.3
270197-7/20/23,Gerridae,2,270197,Presque Isle River,46.41519,-89.69585,72.3
270197-7/20/23,Mesoveliidae,1,270197,Presque Isle River,46.41519,-89.69585,72.3
270197-7/20/23,Veliidae,1,270197,Presque Isle River,46.41519,-89.69585,72.3
270197-7/20/23,Corydalidae (Dobson flies),1,270197,Presque Isle River,46.41519,-89.69585,72.3
270197-7/20/23,Sialidae (alder flies),3,270197,Presque Isle River,46.41519,-89.69585,72.3
270197-7/20/23,Hydroptilidae,3,270197,Presque Isle River,46.41519,-89.69585,72.3
270197-7/20/23,aGyrinidae (adults),1,270197,Presque Isle River,46.41519,-89.69585,72.3
270197-7/20/23,Elmidae,7,270197,Presque Isle River,46.41519,-89.69585,72.3
270197-7/20/23,Ceratopogonidae,3,270197,Presque Isle River,46.41519,-89.69585,72.3
270197-7/20/23,Chironomidae,10,270197,Presque Isle River,46.41519,-89.69585,72.3
270197-7/20/23,Ancylidae (limpets),2,270197,Presque Isle River,46.41519,-89.69585,72.3
270197-7/20/23,Hydrobiidae,44,270197,Presque Isle River,46.41519,-89.69585,72.3
270197-7/20/23,Planorbidae,3,270197,Presque Isle River,46.41519,-89.69585,72.3
270197-7/20/23,Pisidiidae,26,270197,Presque Isle River,46.41519,-89.69585,72.3
270214-7/17/23,Turbellaria,1,270214,Middle Branch Ontonagon River,46.27684,-89.24087,25.7
270214-7/17/23,Hirudinea (leeches),1,270214,Middle Branch Ontonagon River,46.27684,-89.24087,25.7
270214-7/17/23,Oligochaeta (worms),2,270214,Middle Branch Ontonagon River,46.27684,-89.24087,25.7
270214-7/17/23,Amphipoda (scuds),3,270214,Middle Branch Ontonagon River,46.27684,-89.24087,25.7
270214-7/17/23,Isopoda (sowbugs),16,270214,Middle Branch Ontonagon River,46.27684,-89.24087,25.7
270214-7/17/23,Hydracarina,40,270214,Middle Branch Ontonagon River,46.27684,-89.24087,25.7
270214-7/17/23,Baetidae,43,270214,Middle Branch Ontonagon River,46.27684,-89.24087,25.7
270214-7/17/23,Caenidae,3,270214,Middle Branch Ontonagon River,46.27684,-89.24087,25.7
270214-7/17/23,Ephemeridae,2,270214,Middle Branch Ontonagon River,46.27684,-89.24087,25.7
270214-7/17/23,Isonichiidae,12,270214,Middle Branch Ontonagon River,46.27684,-89.24087,25.7
270214-7/17/23,Aeshnidae,2,270214,Middle Branch Ontonagon River,46.27684,-89.24087,25.7
270214-7/17/23,Calopterygidae,3,270214,Middle Branch Ontonagon River,46.27684,-89.24087,25.7
270214-7/17/23,Corixidae,3,270214,Middle Branch Ontonagon River,46.27684,-89.24087,25.7
270214-7/17/23,Gerridae,1,270214,Middle Branch Ontonagon River,46.27684,-89.24087,25.7
270214-7/17/23,Veliidae,1,270214,Middle Branch Ontonagon River,46.27684,-89.24087,25.7
270214-7/17/23,Sialidae (alder flies),2,270214,Middle Branch Ontonagon River,46.27684,-89.24087,25.7
270214-7/17/23,Brachycentridae,1,270214,Middle Branch Ontonagon River,46.27684,-89.24087,25.7
270214-7/17/23,Hydropsychidae,41,270214,Middle Branch Ontonagon River,46.27684,-89.24087,25.7
270214-7/17/23,Hydroptilidae,4,270214,Middle Branch Ontonagon River,46.27684,-89.24087,25.7
270214-7/17/23,Limnephilidae,1,270214,Middle Branch Ontonagon River,46.27684,-89.24087,25.7
270214-7/17/23,aGyrinidae (adults),1,270214,Middle Branch Ontonagon River,46.27684,-89.24087,25.7
270214-7/17/23,Gyrinidae (larvae),1,270214,Middle Branch Ontonagon River,46.27684,-89.24087,25.7
270214-7/17/23,Chironomidae,41,270214,Middle Branch Ontonagon River,46.27684,-89.24087,25.7
270214-7/17/23,Culicidae,2,270214,Middle Branch Ontonagon River,46.27684,-89.24087,25.7
270214-7/17/23,Ancylidae (limpets),4,270214,Middle Branch Ontonagon River,46.27684,-89.24087,25.7
