SampleID,INDEX_CLASS,TaxaID,N_Taxa,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,FFG,TOLVAL,HABIT,NONTARGET
240193-9/5/23,MidSizeDry,Calopterygidae,3,Arthropoda,,Insecta,,Odonata,Calopterygidae,PR,6.1,CB;CN,FALSE
240193-9/5/23,MidSizeDry,Ceratopogonidae,1,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,PR,6.3,BU;SP,FALSE
240193-9/5/23,MidSizeDry,Chironomidae,5,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
240193-9/5/23,MidSizeDry,Dixidae,1,Arthropoda,,Insecta,,Diptera,Dixidae,CG,2.9,SW,FALSE
240193-9/5/23,MidSizeDry,Elmidae,15,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
240193-9/5/23,MidSizeDry,Gomphidae,4,Arthropoda,,Insecta,,Odonata,Gomphidae,PR,4,BU,FALSE
240193-9/5/23,MidSizeDry,Heptageniidae,3,Arthropoda,,Insecta,,Ephemeroptera,Heptageniidae,SC,1.9,CN,FALSE
240193-9/5/23,MidSizeDry,Hydropsychidae,10,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
240193-9/5/23,MidSizeDry,Isopoda,7,Arthropoda,Crustacea,Crustacea,,Isopoda,,SH,7.6,,FALSE
240193-9/5/23,MidSizeDry,Leptoceridae,5,Arthropoda,,Insecta,,Trichoptera,Leptoceridae,SH,3.6,SP;SW,FALSE
240193-9/5/23,MidSizeDry,Oligochaeta,4,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
240193-9/5/23,MidSizeDry,Physidae,1,Mollusca,,Gastropoda,,Basommatophora,Physidae,SC,8,CB,FALSE
240193-9/5/23,MidSizeDry,Pisidiidae,8,Mollusca,,Bivalvia,,Veneroida,Pisidiidae,CF,6.6,BU,FALSE
240193-9/5/23,MidSizeDry,Pleuroceridae,102,Mollusca,,Gastropoda,,Neotaenioglossa,Pleuroceridae,SC,3.6,CB,FALSE
240193-9/5/23,MidSizeDry,Polycentropodidae,1,Arthropoda,,Insecta,,Trichoptera,Polycentropodidae,PR,5.5,CN,FALSE
240193-9/5/23,MidSizeDry,Simuliidae,1,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
240193-9/5/23,MidSizeDry,Tricorythidae,2,Arthropoda,,Insecta,,Ephemeroptera,Tricorythidae,CG,NA,,FALSE
240193-9/5/23,MidSizeDry,Unionidae,1,Mollusca,,Bivalvia,,Unionoida,Unionidae,CF,5,BU,FALSE
240193-9/5/23,MidSizeDry,Veliidae,1,Arthropoda,,Insecta,,Hemiptera,Veliidae,PR,6.3,SK,FALSE
240193-9/5/23,MidSizeDry,Viviparidae,2,Mollusca,,Gastropoda,,Architaenioglossa,Viviparidae,SC,4.3,CB,FALSE
240211-7/26/23,WetWide,Aeshnidae,5,Arthropoda,,Insecta,,Odonata,Aeshnidae,PR,5.7,CB;CN,FALSE
240211-7/26/23,WetWide,Amphipoda,34,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
240211-7/26/23,WetWide,Ancylidae,1,Mollusca,,Gastropoda,,Basommatophora,Ancylidae,SC,6.7,CB;CN,FALSE
240211-7/26/23,WetWide,Baetidae,15,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
240211-7/26/23,WetWide,Brachycentridae,2,Arthropoda,,Insecta,,Trichoptera,Brachycentridae,CF,1,CN,FALSE
240211-7/26/23,WetWide,Caenidae,2,Arthropoda,,Insecta,,Ephemeroptera,Caenidae,CG,4.2,BU;SP,FALSE
240211-7/26/23,WetWide,Calopterygidae,3,Arthropoda,,Insecta,,Odonata,Calopterygidae,PR,6.1,CB;CN,FALSE
240211-7/26/23,WetWide,Chironomidae,9,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
240211-7/26/23,WetWide,Cordulegastridae,1,Arthropoda,,Insecta,,Odonata,Cordulegastridae,PR,2.9,BU,FALSE
240211-7/26/23,WetWide,Corixidae,1,Arthropoda,,Insecta,,Hemiptera,Corixidae,CG,8.2,SW,FALSE
240211-7/26/23,WetWide,Corydalidae,3,Arthropoda,,Insecta,,Megaloptera,Corydalidae,PR,4.9,CN,FALSE
240211-7/26/23,WetWide,Decapoda,1,Arthropoda,Crustacea,Crustacea,,Decapoda,Decapoda,CG,6.4,,FALSE
240211-7/26/23,WetWide,Dryopidae,1,Arthropoda,,Insecta,,Coleoptera,Dryopidae,SC,4.9,CB;CN,FALSE
240211-7/26/23,WetWide,Elmidae,8,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
240211-7/26/23,WetWide,Ephemerellidae,1,Arthropoda,,Insecta,,Ephemeroptera,Ephemerellidae,SC,2.2,CN,FALSE
240211-7/26/23,WetWide,Gerridae,1,Arthropoda,,Insecta,,Hemiptera,Gerridae,PR,5.7,SK,FALSE
240211-7/26/23,WetWide,Glossosomatidae,42,Arthropoda,,Insecta,,Trichoptera,Glossosomatidae,SC,0.6,CN,FALSE
240211-7/26/23,WetWide,Heptageniidae,1,Arthropoda,,Insecta,,Ephemeroptera,Heptageniidae,SC,1.9,CN,FALSE
240211-7/26/23,WetWide,Hydrophilidae,1,Arthropoda,,Insecta,,Coleoptera,Hydrophilidae,PR,5.4,BU;SW,FALSE
240211-7/26/23,WetWide,Hydropsychidae,64,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
240211-7/26/23,WetWide,Leuctridae,13,Arthropoda,,Insecta,,Plecoptera,Leuctridae,SH,0.6,SP,FALSE
240211-7/26/23,WetWide,Limnephilidae,2,Arthropoda,,Insecta,,Trichoptera,Limnephilidae,SH,2.8,SP,FALSE
240211-7/26/23,WetWide,Oligochaeta,6,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
240211-7/26/23,WetWide,Perlidae,5,Arthropoda,,Insecta,,Plecoptera,Perlidae,PR,1.8,CN,FALSE
240211-7/26/23,WetWide,Philopotamidae,2,Arthropoda,,Insecta,,Trichoptera,Philopotamidae,CF,1.4,CN,FALSE
240211-7/26/23,WetWide,Phryganeidae,3,Arthropoda,,Insecta,,Trichoptera,Phryganeidae,SH,4.5,CB;CN,FALSE
240211-7/26/23,WetWide,Pisidiidae,1,Mollusca,,Bivalvia,,Veneroida,Pisidiidae,CF,6.6,BU,FALSE
240211-7/26/23,WetWide,Polycentropodidae,2,Arthropoda,,Insecta,,Trichoptera,Polycentropodidae,PR,5.5,CN,FALSE
240211-7/26/23,WetWide,Simuliidae,4,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
240211-7/26/23,WetWide,Tipulidae,1,Arthropoda,,Insecta,,Diptera,Tipulidae,CG,4,BU,FALSE
240211-7/26/23,WetWide,Tricorythidae,29,Arthropoda,,Insecta,,Ephemeroptera,Tricorythidae,CG,NA,,FALSE
240211-7/26/23,WetWide,Veliidae,1,Arthropoda,,Insecta,,Hemiptera,Veliidae,PR,6.3,SK,FALSE
250513-6/29/23,WestFlat,Aeshnidae,1,Arthropoda,,Insecta,,Odonata,Aeshnidae,PR,5.7,CB;CN,FALSE
250513-6/29/23,WestFlat,Amphipoda,15,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
250513-6/29/23,WestFlat,Ancylidae,2,Mollusca,,Gastropoda,,Basommatophora,Ancylidae,SC,6.7,CB;CN,FALSE
250513-6/29/23,WestFlat,Baetidae,31,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
250513-6/29/23,WestFlat,Caenidae,1,Arthropoda,,Insecta,,Ephemeroptera,Caenidae,CG,4.2,BU;SP,FALSE
250513-6/29/23,WestFlat,Calopterygidae,1,Arthropoda,,Insecta,,Odonata,Calopterygidae,PR,6.1,CB;CN,FALSE
250513-6/29/23,WestFlat,Chironomidae,48,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
250513-6/29/23,WestFlat,Corbicula,1,Mollusca,,Bivalvia,,Veneroida,Corbiculidae,CF,NA,,FALSE
250513-6/29/23,WestFlat,Corixidae,1,Arthropoda,,Insecta,,Hemiptera,Corixidae,CG,8.2,SW,FALSE
250513-6/29/23,WestFlat,Decapoda,2,Arthropoda,Crustacea,Crustacea,,Decapoda,Decapoda,CG,6.4,,FALSE
250513-6/29/23,WestFlat,Elmidae,4,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
250513-6/29/23,WestFlat,Ephemerellidae,1,Arthropoda,,Insecta,,Ephemeroptera,Ephemerellidae,SC,2.2,CN,FALSE
250513-6/29/23,WestFlat,Gerridae,3,Arthropoda,,Insecta,,Hemiptera,Gerridae,PR,5.7,SK,FALSE
250513-6/29/23,WestFlat,Heptageniidae,1,Arthropoda,,Insecta,,Ephemeroptera,Heptageniidae,SC,1.9,CN,FALSE
250513-6/29/23,WestFlat,Hydracarina,1,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
250513-6/29/23,WestFlat,Hydropsychidae,94,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
250513-6/29/23,WestFlat,Hydroptilidae,7,Arthropoda,,Insecta,,Trichoptera,Hydroptilidae,SC,4,CN,FALSE
250513-6/29/23,WestFlat,Isopoda,1,Arthropoda,Crustacea,Crustacea,,Isopoda,,SH,7.6,,FALSE
250513-6/29/23,WestFlat,Leptoceridae,1,Arthropoda,,Insecta,,Trichoptera,Leptoceridae,SH,3.6,SP;SW,FALSE
250513-6/29/23,WestFlat,Oligochaeta,5,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
250513-6/29/23,WestFlat,Philopotamidae,6,Arthropoda,,Insecta,,Trichoptera,Philopotamidae,CF,1.4,CN,FALSE
250513-6/29/23,WestFlat,Pisidiidae,6,Mollusca,,Bivalvia,,Veneroida,Pisidiidae,CF,6.6,BU,FALSE
250513-6/29/23,WestFlat,Planorbidae,1,Mollusca,,Gastropoda,,Basommatophora,Planorbidae,SC,6.5,CB,FALSE
250513-6/29/23,WestFlat,Pleuroceridae,1,Mollusca,,Gastropoda,,Neotaenioglossa,Pleuroceridae,SC,3.6,CB,FALSE
250513-6/29/23,WestFlat,Simuliidae,99,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
250513-6/29/23,WestFlat,Tricorythidae,12,Arthropoda,,Insecta,,Ephemeroptera,Tricorythidae,CG,NA,,FALSE
250513-6/29/23,WestFlat,Turbellaria,2,Platyhelminthes,,Turbellaria,,,,CG,NA,,FALSE
250513-6/29/23,WestFlat,Unionidae,1,Mollusca,,Bivalvia,,Unionoida,Unionidae,CF,5,BU,FALSE
250513-6/29/23,WestFlat,Veliidae,1,Arthropoda,,Insecta,,Hemiptera,Veliidae,PR,6.3,SK,FALSE
250514-7/5/23,WestFlat,Baetidae,5,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
250514-7/5/23,WestFlat,Ceratopogonidae,4,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,PR,6.3,BU;SP,FALSE
250514-7/5/23,WestFlat,Chironomidae,117,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
250514-7/5/23,WestFlat,Coenagrionidae,2,Arthropoda,,Insecta,,Odonata,Coenagrionidae,PR,8.1,CB;SP,FALSE
250514-7/5/23,WestFlat,Corixidae,17,Arthropoda,,Insecta,,Hemiptera,Corixidae,CG,8.2,SW,FALSE
250514-7/5/23,WestFlat,Decapoda,1,Arthropoda,Crustacea,Crustacea,,Decapoda,Decapoda,CG,6.4,,FALSE
250514-7/5/23,WestFlat,Dytiscidae,1,Arthropoda,,Insecta,,Coleoptera,Dytiscidae,PR,6.2,BU;SW,FALSE
250514-7/5/23,WestFlat,Elmidae,4,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
250514-7/5/23,WestFlat,Haliplidae,2,Arthropoda,,Insecta,,Coleoptera,Haliplidae,SH,7.3,,FALSE
250514-7/5/23,WestFlat,Haliplidae,5,Arthropoda,,Insecta,,Coleoptera,Haliplidae,SH,7.3,,FALSE
250514-7/5/23,WestFlat,Hydracarina,4,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
250514-7/5/23,WestFlat,Hydrobiidae,2,Mollusca,,Gastropoda,,Neotaenioglossa,Hydrobiidae,SC,6.9,CN,FALSE
250514-7/5/23,WestFlat,Hydropsychidae,1,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
250514-7/5/23,WestFlat,Hydroptilidae,1,Arthropoda,,Insecta,,Trichoptera,Hydroptilidae,SC,4,CN,FALSE
250514-7/5/23,WestFlat,Leptoceridae,1,Arthropoda,,Insecta,,Trichoptera,Leptoceridae,SH,3.6,SP;SW,FALSE
250514-7/5/23,WestFlat,Oligochaeta,3,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
250514-7/5/23,WestFlat,Physidae,137,Mollusca,,Gastropoda,,Basommatophora,Physidae,SC,8,CB,FALSE
250514-7/5/23,WestFlat,Pisidiidae,5,Mollusca,,Bivalvia,,Veneroida,Pisidiidae,CF,6.6,BU,FALSE
250514-7/5/23,WestFlat,Planorbidae,1,Mollusca,,Gastropoda,,Basommatophora,Planorbidae,SC,6.5,CB,FALSE
250514-7/5/23,WestFlat,Turbellaria,7,Platyhelminthes,,Turbellaria,,,,CG,NA,,FALSE
250516-7/5/23,East,Amphipoda,21,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
250516-7/5/23,East,Baetidae,59,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
250516-7/5/23,East,Chironomidae,27,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
250516-7/5/23,East,Coenagrionidae,2,Arthropoda,,Insecta,,Odonata,Coenagrionidae,PR,8.1,CB;SP,FALSE
250516-7/5/23,East,Corixidae,13,Arthropoda,,Insecta,,Hemiptera,Corixidae,CG,8.2,SW,FALSE
250516-7/5/23,East,Decapoda,2,Arthropoda,Crustacea,Crustacea,,Decapoda,Decapoda,CG,6.4,,FALSE
250516-7/5/23,East,Elmidae,10,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
250516-7/5/23,East,Gerridae,5,Arthropoda,,Insecta,,Hemiptera,Gerridae,PR,5.7,SK,FALSE
250516-7/5/23,East,Gyrinidae,1,Arthropoda,,Insecta,,Coleoptera,Gyrinidae,PR,4.1,SW,FALSE
250516-7/5/23,East,Helicopsychidae,1,Arthropoda,,Insecta,,Trichoptera,Helicopsychidae,SC,2,BU,FALSE
250516-7/5/23,East,Heptageniidae,2,Arthropoda,,Insecta,,Ephemeroptera,Heptageniidae,SC,1.9,CN,FALSE
250516-7/5/23,East,Hydracarina,1,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
250516-7/5/23,East,Hydropsychidae,37,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
250516-7/5/23,East,Hydroptilidae,5,Arthropoda,,Insecta,,Trichoptera,Hydroptilidae,SC,4,CN,FALSE
250516-7/5/23,East,Leptoceridae,18,Arthropoda,,Insecta,,Trichoptera,Leptoceridae,SH,3.6,SP;SW,FALSE
250516-7/5/23,East,Molannidae,1,Arthropoda,,Insecta,,Trichoptera,Molannidae,SC,5.2,SP,FALSE
250516-7/5/23,East,Oligochaeta,12,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
250516-7/5/23,East,Perlidae,1,Arthropoda,,Insecta,,Plecoptera,Perlidae,PR,1.8,CN,FALSE
250516-7/5/23,East,Physidae,3,Mollusca,,Gastropoda,,Basommatophora,Physidae,SC,8,CB,FALSE
250516-7/5/23,East,Pisidiidae,2,Mollusca,,Bivalvia,,Veneroida,Pisidiidae,CF,6.6,BU,FALSE
250516-7/5/23,East,Polycentropodidae,10,Arthropoda,,Insecta,,Trichoptera,Polycentropodidae,PR,5.5,CN,FALSE
250516-7/5/23,East,Simuliidae,13,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
250516-7/5/23,East,Tricorythidae,17,Arthropoda,,Insecta,,Ephemeroptera,Tricorythidae,CG,NA,,FALSE
250551-8/9/23,WestFlat,Aeshnidae,1,Arthropoda,,Insecta,,Odonata,Aeshnidae,PR,5.7,CB;CN,FALSE
250551-8/9/23,WestFlat,Amphipoda,11,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
250551-8/9/23,WestFlat,Ancylidae,4,Mollusca,,Gastropoda,,Basommatophora,Ancylidae,SC,6.7,CB;CN,FALSE
250551-8/9/23,WestFlat,Athericidae,2,Arthropoda,,Insecta,,Diptera,Athericidae,PR,2,SP,FALSE
250551-8/9/23,WestFlat,Baetidae,58,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
250551-8/9/23,WestFlat,Bithyniidae,3,Mollusca,,Gastropoda,,Littorinimorpha,Bithyniidae,SC,NA,CN,FALSE
250551-8/9/23,WestFlat,Calopterygidae,13,Arthropoda,,Insecta,,Odonata,Calopterygidae,PR,6.1,CB;CN,FALSE
250551-8/9/23,WestFlat,Chironomidae,5,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
250551-8/9/23,WestFlat,Coenagrionidae,2,Arthropoda,,Insecta,,Odonata,Coenagrionidae,PR,8.1,CB;SP,FALSE
250551-8/9/23,WestFlat,Corixidae,1,Arthropoda,,Insecta,,Hemiptera,Corixidae,CG,8.2,SW,FALSE
250551-8/9/23,WestFlat,Decapoda,4,Arthropoda,Crustacea,Crustacea,,Decapoda,Decapoda,CG,6.4,,FALSE
250551-8/9/23,WestFlat,Elmidae,55,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
250551-8/9/23,WestFlat,Gerridae,2,Arthropoda,,Insecta,,Hemiptera,Gerridae,PR,5.7,SK,FALSE
250551-8/9/23,WestFlat,Haliplidae,1,Arthropoda,,Insecta,,Coleoptera,Haliplidae,SH,7.3,,FALSE
250551-8/9/23,WestFlat,Helicopsychidae,2,Arthropoda,,Insecta,,Trichoptera,Helicopsychidae,SC,2,BU,FALSE
250551-8/9/23,WestFlat,Heptageniidae,11,Arthropoda,,Insecta,,Ephemeroptera,Heptageniidae,SC,1.9,CN,FALSE
250551-8/9/23,WestFlat,Hirudinea,1,Annelida,,Hirudinea,Hirudinea,,,PR,NA,SP,FALSE
250551-8/9/23,WestFlat,Hydracarina,4,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
250551-8/9/23,WestFlat,Hydropsychidae,18,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
250551-8/9/23,WestFlat,Leptoceridae,4,Arthropoda,,Insecta,,Trichoptera,Leptoceridae,SH,3.6,SP;SW,FALSE
250551-8/9/23,WestFlat,Limnephilidae,1,Arthropoda,,Insecta,,Trichoptera,Limnephilidae,SH,2.8,SP,FALSE
250551-8/9/23,WestFlat,Lymnaeidae,1,Mollusca,,Gastropoda,,Basommatophora,Lymnaeidae,SC,6.4,CB,FALSE
250551-8/9/23,WestFlat,Mesoveliidae,4,Arthropoda,,Insecta,,Hemiptera,Mesoveliidae,PR,NA,SK,FALSE
250551-8/9/23,WestFlat,Oligochaeta,1,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
250551-8/9/23,WestFlat,Perlidae,13,Arthropoda,,Insecta,,Plecoptera,Perlidae,PR,1.8,CN,FALSE
250551-8/9/23,WestFlat,Physidae,2,Mollusca,,Gastropoda,,Basommatophora,Physidae,SC,8,CB,FALSE
250551-8/9/23,WestFlat,Pisidiidae,33,Mollusca,,Bivalvia,,Veneroida,Pisidiidae,CF,6.6,BU,FALSE
250551-8/9/23,WestFlat,Porifera,1,Porifera,,,,,,CF,NA,,FALSE
250551-8/9/23,WestFlat,Psephenidae,5,Arthropoda,,Insecta,,Coleoptera,Psephenidae,SH;SC,3.9,CN,FALSE
250551-8/9/23,WestFlat,Sialidae,1,Arthropoda,,Insecta,,Megaloptera,Sialidae,PR,5.1,BU,FALSE
250551-8/9/23,WestFlat,Simuliidae,2,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
250551-8/9/23,WestFlat,Uenoidae,4,Arthropoda,,Insecta,,Trichoptera,Uenoidae,SC,1.5,CN,FALSE
250551-8/9/23,WestFlat,Unionidae,1,Mollusca,,Bivalvia,,Unionoida,Unionidae,CF,5,BU,FALSE
250575-8/9/23,East,Amphipoda,2,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
250575-8/9/23,East,Ceratopogonidae,1,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,PR,6.3,BU;SP,FALSE
250575-8/9/23,East,Chironomidae,17,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
250575-8/9/23,East,Coenagrionidae,17,Arthropoda,,Insecta,,Odonata,Coenagrionidae,PR,8.1,CB;SP,FALSE
250575-8/9/23,East,Decapoda,1,Arthropoda,Crustacea,Crustacea,,Decapoda,Decapoda,CG,6.4,,FALSE
250575-8/9/23,East,Gerridae,1,Arthropoda,,Insecta,,Hemiptera,Gerridae,PR,5.7,SK,FALSE
250575-8/9/23,East,Gyrinidae,1,Arthropoda,,Insecta,,Coleoptera,Gyrinidae,PR,4.1,SW,FALSE
250575-8/9/23,East,Hydropsychidae,2,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
250575-8/9/23,East,Isopoda,2,Arthropoda,Crustacea,Crustacea,,Isopoda,,SH,7.6,,FALSE
250575-8/9/23,East,Leptoceridae,1,Arthropoda,,Insecta,,Trichoptera,Leptoceridae,SH,3.6,SP;SW,FALSE
250575-8/9/23,East,Oligochaeta,18,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
250575-8/9/23,East,Physidae,10,Mollusca,,Gastropoda,,Basommatophora,Physidae,SC,8,CB,FALSE
270144-8/3/23,MidSizeDry,Aeshnidae,1,Arthropoda,,Insecta,,Odonata,Aeshnidae,PR,5.7,CB;CN,FALSE
270144-8/3/23,MidSizeDry,Athericidae,25,Arthropoda,,Insecta,,Diptera,Athericidae,PR,2,SP,FALSE
270144-8/3/23,MidSizeDry,Baetidae,6,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
270144-8/3/23,MidSizeDry,Calopterygidae,1,Arthropoda,,Insecta,,Odonata,Calopterygidae,PR,6.1,CB;CN,FALSE
270144-8/3/23,MidSizeDry,Ceratopogonidae,8,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,PR,6.3,BU;SP,FALSE
270144-8/3/23,MidSizeDry,Chironomidae,11,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
270144-8/3/23,MidSizeDry,Corydalidae,2,Arthropoda,,Insecta,,Megaloptera,Corydalidae,PR,4.9,CN,FALSE
270144-8/3/23,MidSizeDry,Decapoda,3,Arthropoda,Crustacea,Crustacea,,Decapoda,Decapoda,CG,6.4,,FALSE
270144-8/3/23,MidSizeDry,Elmidae,108,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
270144-8/3/23,MidSizeDry,Ephemerellidae,1,Arthropoda,,Insecta,,Ephemeroptera,Ephemerellidae,SC,2.2,CN,FALSE
270144-8/3/23,MidSizeDry,Gerridae,1,Arthropoda,,Insecta,,Hemiptera,Gerridae,PR,5.7,SK,FALSE
270144-8/3/23,MidSizeDry,Gomphidae,8,Arthropoda,,Insecta,,Odonata,Gomphidae,PR,4,BU,FALSE
270144-8/3/23,MidSizeDry,Heptageniidae,11,Arthropoda,,Insecta,,Ephemeroptera,Heptageniidae,SC,1.9,CN,FALSE
270144-8/3/23,MidSizeDry,Hydracarina,8,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
270144-8/3/23,MidSizeDry,Hydropsychidae,13,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
270144-8/3/23,MidSizeDry,Isonychiidae,12,Arthropoda,,Insecta,,Ephemeroptera,Isonychiidae,CF,2.8,SW,FALSE
270144-8/3/23,MidSizeDry,Leptophlebiidae,6,Arthropoda,,Insecta,,Ephemeroptera,Leptophlebiidae,CG,2.3,CN;SW,FALSE
270144-8/3/23,MidSizeDry,Oligochaeta,18,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
270144-8/3/23,MidSizeDry,Perlidae,10,Arthropoda,,Insecta,,Plecoptera,Perlidae,PR,1.8,CN,FALSE
270144-8/3/23,MidSizeDry,Tipulidae,2,Arthropoda,,Insecta,,Diptera,Tipulidae,CG,4,BU,FALSE
270144-8/3/23,MidSizeDry,Tricorythidae,1,Arthropoda,,Insecta,,Ephemeroptera,Tricorythidae,CG,NA,,FALSE
270144-8/3/23,MidSizeDry,Veliidae,2,Arthropoda,,Insecta,,Hemiptera,Veliidae,PR,6.3,SK,FALSE
270147-8/1/23,MidSizeDry,Ancylidae,6,Mollusca,,Gastropoda,,Basommatophora,Ancylidae,SC,6.7,CB;CN,FALSE
270147-8/1/23,MidSizeDry,Athericidae,7,Arthropoda,,Insecta,,Diptera,Athericidae,PR,2,SP,FALSE
270147-8/1/23,MidSizeDry,Baetidae,14,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
270147-8/1/23,MidSizeDry,Calopterygidae,1,Arthropoda,,Insecta,,Odonata,Calopterygidae,PR,6.1,CB;CN,FALSE
270147-8/1/23,MidSizeDry,Ceratopogonidae,4,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,PR,6.3,BU;SP,FALSE
270147-8/1/23,MidSizeDry,Chironomidae,24,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
270147-8/1/23,MidSizeDry,Corydalidae,7,Arthropoda,,Insecta,,Megaloptera,Corydalidae,PR,4.9,CN,FALSE
270147-8/1/23,MidSizeDry,Elmidae,12,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
270147-8/1/23,MidSizeDry,Gerridae,8,Arthropoda,,Insecta,,Hemiptera,Gerridae,PR,5.7,SK,FALSE
270147-8/1/23,MidSizeDry,Glossosomatidae,5,Arthropoda,,Insecta,,Trichoptera,Glossosomatidae,SC,0.6,CN,FALSE
270147-8/1/23,MidSizeDry,Gomphidae,3,Arthropoda,,Insecta,,Odonata,Gomphidae,PR,4,BU,FALSE
270147-8/1/23,MidSizeDry,Gyrinidae,1,Arthropoda,,Insecta,,Coleoptera,Gyrinidae,PR,4.1,SW,FALSE
270147-8/1/23,MidSizeDry,Helicopsychidae,2,Arthropoda,,Insecta,,Trichoptera,Helicopsychidae,SC,2,BU,FALSE
270147-8/1/23,MidSizeDry,Heptageniidae,50,Arthropoda,,Insecta,,Ephemeroptera,Heptageniidae,SC,1.9,CN,FALSE
270147-8/1/23,MidSizeDry,Hydracarina,3,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
270147-8/1/23,MidSizeDry,Hydropsychidae,23,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
270147-8/1/23,MidSizeDry,Hydroptilidae,1,Arthropoda,,Insecta,,Trichoptera,Hydroptilidae,SC,4,CN,FALSE
